ORDEN,NOMBRE REGION,CÓDIGO REGION,NOMBRE PROVINCIA,CODIGO PROVINCIA,EDAD,TOTAL POBLACIÓN EFECTIVAMENTE CENSADA,HOMBRES ,MUJERES,TOTAL ÁREA URBANA,HOMBRES ÁREA URBANA ,MUJERES ÁREA URBANA,TOTAL ÁREA RURAL,HOMBRES ÁREA RURAL,MUJERES ÁREA RURAL
0,PAÍS,País,PAÍS,País,Total País,17.574.003,8.601.989,8.972.014,15.424.263,7.466.848,7.957.415,2.149.740,1.135.141,1.014.599
1,PAÍS,País,PAÍS,País,0,214.682,109.39,105.292,191.763,97.904,93.859,22.919,11.486,11.433
2,PAÍS,País,PAÍS,País,1,236.356,120.289,116.067,210.19,106.888,103.302,26.166,13.401,12.765
3,PAÍS,País,PAÍS,País,2,240.792,122.792,118,213.845,108.953,104.892,26.947,13.839,13.108
4,PAÍS,País,PAÍS,País,3,235.383,120.121,115.262,209.027,106.594,102.433,26.356,13.527,12.829
5,PAÍS,País,PAÍS,País,4,238.933,121.467,117.466,211.559,107.391,104.168,27.374,14.076,13.298
6,PAÍS,País,PAÍS,País,5,238.867,122.107,116.76,211.508,107.998,103.51,27.359,14.109,13.25
7,PAÍS,País,PAÍS,País,6,247.819,126.472,121.347,219.155,111.889,107.266,28.664,14.583,14.081
8,PAÍS,País,PAÍS,País,7,246.261,125.842,120.419,217.237,110.865,106.372,29.024,14.977,14.047
9,PAÍS,País,PAÍS,País,8,241.525,123.364,118.161,212.758,108.689,104.069,28.767,14.675,14.092
10,PAÍS,País,PAÍS,País,9,235.717,120.336,115.381,207.503,105.901,101.602,28.214,14.435,13.779
11,PAÍS,País,PAÍS,País,10,230.34,117.403,112.937,202.199,102.864,99.335,28.141,14.539,13.602
12,PAÍS,País,PAÍS,País,11,228.005,116.804,111.201,199.982,102.255,97.727,28.023,14.549,13.474
13,PAÍS,País,PAÍS,País,12,225.539,115.197,110.342,197.771,100.849,96.922,27.768,14.348,13.42
14,PAÍS,País,PAÍS,País,13,227.584,116.191,111.393,199.297,101.436,97.861,28.287,14.755,13.532
15,PAÍS,País,PAÍS,País,14,235.947,120.26,115.687,207.76,105.584,102.176,28.187,14.676,13.511
16,PAÍS,País,PAÍS,País,15,239.492,122.404,117.088,211.028,107.53,103.498,28.464,14.874,13.59
17,PAÍS,País,PAÍS,País,16,247.94,126.792,121.148,218.957,111.588,107.369,28.983,15.204,13.779
18,PAÍS,País,PAÍS,País,17,247.973,126.938,121.035,219.378,111.523,107.855,28.595,15.415,13.18
19,PAÍS,País,PAÍS,País,18,252.631,128.932,123.699,226.071,114.413,111.658,26.56,14.519,12.041
20,PAÍS,País,PAÍS,País,19,256.661,130.998,125.663,231.416,117.451,113.965,25.245,13.547,11.698
21,PAÍS,País,PAÍS,País,20,266.595,135.405,131.19,240.96,121.87,119.09,25.635,13.535,12.1
22,PAÍS,País,PAÍS,País,21,269.613,136.655,132.958,244.061,123.201,120.86,25.552,13.454,12.098
23,PAÍS,País,PAÍS,País,22,280.114,141.525,138.589,253.177,127.444,125.733,26.937,14.081,12.856
24,PAÍS,País,PAÍS,País,23,281.88,142.527,139.353,254.974,128.395,126.579,26.906,14.132,12.774
25,PAÍS,País,PAÍS,País,24,289.62,146.594,143.026,261.54,131.919,129.621,28.08,14.675,13.405
26,PAÍS,País,PAÍS,País,25,293.441,147.696,145.745,264.707,132.702,132.005,28.734,14.994,13.74
27,PAÍS,País,PAÍS,País,26,301.401,151.971,149.43,271.972,136.472,135.5,29.429,15.499,13.93
28,PAÍS,País,PAÍS,País,27,304.756,153.841,150.915,275.111,138.239,136.872,29.645,15.602,14.043
29,PAÍS,País,PAÍS,País,28,293.416,147.599,145.817,264.882,132.527,132.355,28.534,15.072,13.462
30,PAÍS,País,PAÍS,País,29,281.136,141.158,139.978,253.241,126.44,126.801,27.895,14.718,13.177
31,PAÍS,País,PAÍS,País,30,272.5,136.807,135.693,245.182,122.355,122.827,27.318,14.452,12.866
32,PAÍS,País,PAÍS,País,31,261.597,130.241,131.356,234.672,116.093,118.579,26.925,14.148,12.777
33,PAÍS,País,PAÍS,País,32,253.829,126.883,126.946,227.452,112.952,114.5,26.377,13.931,12.446
34,PAÍS,País,PAÍS,País,33,247.922,123.559,124.363,221.632,109.632,112,26.29,13.927,12.363
35,PAÍS,País,PAÍS,País,34,257.789,127.869,129.92,230.186,113.37,116.816,27.603,14.499,13.104
36,PAÍS,País,PAÍS,País,35,264.459,130.841,133.618,235.575,115.46,120.115,28.884,15.381,13.503
37,PAÍS,País,PAÍS,País,36,245.75,121.7,124.05,218.45,107.306,111.144,27.3,14.394,12.906
38,PAÍS,País,PAÍS,País,37,241.415,119.075,122.34,213.562,104.177,109.385,27.853,14.898,12.955
39,PAÍS,País,PAÍS,País,38,230.44,113.11,117.33,203.101,98.649,104.452,27.339,14.461,12.878
40,PAÍS,País,PAÍS,País,39,225.713,110.882,114.831,197.768,95.947,101.821,27.945,14.935,13.01
41,PAÍS,País,PAÍS,País,40,228.977,112.362,116.615,200.705,97.145,103.56,28.272,15.217,13.055
42,PAÍS,País,PAÍS,País,41,235.61,115.482,120.128,205.746,99.444,106.302,29.864,16.038,13.826
43,PAÍS,País,PAÍS,País,42,242.736,118.576,124.16,211.591,101.902,109.689,31.145,16.674,14.471
44,PAÍS,País,PAÍS,País,43,247.354,121.374,125.98,215.285,103.96,111.325,32.069,17.414,14.655
45,PAÍS,País,PAÍS,País,44,243.826,118.88,124.946,211.477,101.402,110.075,32.349,17.478,14.871
46,PAÍS,País,PAÍS,País,45,239.139,116.19,122.949,207.232,99.051,108.181,31.907,17.139,14.768
47,PAÍS,País,PAÍS,País,46,231.436,112.42,119.016,199.972,95.631,104.341,31.464,16.789,14.675
48,PAÍS,País,PAÍS,País,47,225.484,109.315,116.169,193.886,92.319,101.567,31.598,16.996,14.602
49,PAÍS,País,PAÍS,País,48,229.509,110.844,118.665,197.415,93.634,103.781,32.094,17.21,14.884
50,PAÍS,País,PAÍS,País,49,235.195,113.714,121.481,201.722,95.649,106.073,33.473,18.065,15.408
51,PAÍS,País,PAÍS,País,50,236.498,114.143,122.355,203.05,96.106,106.944,33.448,18.037,15.411
52,PAÍS,País,PAÍS,País,51,236.665,114.178,122.487,203.355,96.045,107.31,33.31,18.133,15.177
53,PAÍS,País,PAÍS,País,52,239.549,115.044,124.505,205.936,96.861,109.075,33.613,18.183,15.43
54,PAÍS,País,PAÍS,País,53,234.169,112.286,121.883,201.601,94.564,107.037,32.568,17.722,14.846
55,PAÍS,País,PAÍS,País,54,238.073,114.201,123.872,205.105,96.106,108.999,32.968,18.095,14.873
56,PAÍS,País,PAÍS,País,55,225.106,107.543,117.563,193.945,90.616,103.329,31.161,16.927,14.234
57,PAÍS,País,PAÍS,País,56,218.604,104.214,114.39,188.267,87.538,100.729,30.337,16.676,13.661
58,PAÍS,País,PAÍS,País,57,207.028,98.46,108.568,177.952,82.739,95.213,29.076,15.721,13.355
59,PAÍS,País,PAÍS,País,58,201.39,95.766,105.624,173.349,80.451,92.898,28.041,15.315,12.726
60,PAÍS,País,PAÍS,País,59,195.651,93.423,102.228,168.465,78.659,89.806,27.186,14.764,12.422
61,PAÍS,País,PAÍS,País,60,190.156,90.565,99.591,163.244,75.812,87.432,26.912,14.753,12.159
62,PAÍS,País,PAÍS,País,61,176.362,83.298,93.064,151.179,69.676,81.503,25.183,13.622,11.561
63,PAÍS,País,PAÍS,País,62,165.579,78.101,87.478,141.629,65.146,76.483,23.95,12.955,10.995
64,PAÍS,País,PAÍS,País,63,162.475,76.312,86.163,139.015,63.736,75.279,23.46,12.576,10.884
65,PAÍS,País,PAÍS,País,64,152.343,71.286,81.057,130.031,59.457,70.574,22.312,11.829,10.483
66,PAÍS,País,PAÍS,País,65,142.813,66.949,75.864,121.845,55.782,66.063,20.968,11.167,9.801
67,PAÍS,País,PAÍS,País,66,134.518,62.63,71.888,114.511,51.964,62.547,20.007,10.666,9.341
68,PAÍS,País,PAÍS,País,67,130.756,60.688,70.068,111.043,50.204,60.839,19.713,10.484,9.229
69,PAÍS,País,PAÍS,País,68,124.332,57.424,66.908,105.723,47.459,58.264,18.609,9.965,8.644
70,PAÍS,País,PAÍS,País,69,120.583,55.568,65.015,102.53,45.846,56.684,18.053,9.722,8.331
71,PAÍS,País,PAÍS,País,70,115.445,52.721,62.724,97.927,43.262,54.665,17.518,9.459,8.059
72,PAÍS,País,PAÍS,País,71,109.22,49.543,59.677,92.451,40.61,51.841,16.769,8.933,7.836
73,PAÍS,País,PAÍS,País,72,103.538,46.966,56.572,87.625,38.572,49.053,15.913,8.394,7.519
74,PAÍS,País,PAÍS,País,73,95.746,42.855,52.891,81.097,35.14,45.957,14.649,7.715,6.934
75,PAÍS,País,PAÍS,País,74,91.96,40.824,51.136,77.769,33.281,44.488,14.191,7.543,6.648
76,PAÍS,País,PAÍS,País,75,85.36,37.434,47.926,72.085,30.543,41.542,13.275,6.891,6.384
77,PAÍS,País,PAÍS,País,76,80.041,34.526,45.515,67.6,28.101,39.499,12.441,6.425,6.016
78,PAÍS,País,PAÍS,País,77,74.004,31.387,42.617,62.518,25.542,36.976,11.486,5.845,5.641
79,PAÍS,País,PAÍS,País,78,64.602,27.321,37.281,54.534,22.218,32.316,10.068,5.103,4.965
80,PAÍS,País,PAÍS,País,79,59.582,24.858,34.724,50.185,20.172,30.013,9.397,4.686,4.711
81,PAÍS,País,PAÍS,País,80,56.377,23.225,33.152,47.779,18.909,28.87,8.598,4.316,4.282
82,PAÍS,País,PAÍS,País,81,51.839,20.772,31.067,44.063,16.909,27.154,7.776,3.863,3.913
83,PAÍS,País,PAÍS,País,82,47.536,18.803,28.733,40.285,15.209,25.076,7.251,3.594,3.657
84,PAÍS,País,PAÍS,País,83,42.798,16.65,26.148,36.421,13.55,22.871,6.377,3.1,3.277
85,PAÍS,País,PAÍS,País,84,40.896,15.546,25.35,35.048,12.732,22.316,5.848,2.814,3.034
86,PAÍS,País,PAÍS,País,85,36.919,13.84,23.079,31.914,11.496,20.418,5.005,2.344,2.661
87,PAÍS,País,PAÍS,País,86,35.937,12.813,23.124,30.865,10.494,20.371,5.072,2.319,2.753
88,PAÍS,País,PAÍS,País,87,30.886,10.715,20.171,26.522,8.785,17.737,4.364,1.93,2.434
89,PAÍS,País,PAÍS,País,88,25.514,8.594,16.92,21.925,6.97,14.955,3.589,1.624,1.965
90,PAÍS,País,PAÍS,País,89,22.545,7.507,15.038,19.409,6.163,13.246,3.136,1.344,1.792
91,PAÍS,País,PAÍS,País,90,17.396,5.644,11.752,15.088,4.675,10.413,2.308,969,1.339
92,PAÍS,País,PAÍS,País,91,13.561,4.153,9.408,11.703,3.378,8.325,1.858,775,1.083
93,PAÍS,País,PAÍS,País,92,11.842,3.566,8.276,10.228,2.942,7.286,1.614,624,990
94,PAÍS,País,PAÍS,País,93,8.787,2.612,6.175,7.614,2.163,5.451,1.173,449,724
95,PAÍS,País,PAÍS,País,94,7.297,2.054,5.243,6.328,1.675,4.653,969,379,590
96,PAÍS,País,PAÍS,País,95,5.223,1.463,3.76,4.52,1.179,3.341,703,284,419
97,PAÍS,País,PAÍS,País,96,4.27,1.1,3.17,3.679,893,2.786,591,207,384
98,PAÍS,País,PAÍS,País,97,2.835,744,2.091,2.456,600,1.856,379,144,235
99,PAÍS,País,PAÍS,País,98,1.999,506,1.493,1.715,409,1.306,284,97,187
100,PAÍS,País,PAÍS,País,99,1.529,375,1.154,1.337,303,1.034,192,72,120
101,PAÍS,País,PAÍS,País,100 o más,4.77,1.599,3.171,4.158,1.354,2.804,612,245,367
102,ARICA Y PARINACOTA,15,ARICA,151,Total Provincia,222.619,110.115,112.504,205.079,99.711,105.368,17.54,10.404,7.136
103,ARICA Y PARINACOTA,15,ARICA,151,0,2.813,1.418,1.395,2.557,1.292,1.265,256,126,130
104,ARICA Y PARINACOTA,15,ARICA,151,1,3.095,1.57,1.525,2.841,1.428,1.413,254,142,112
105,ARICA Y PARINACOTA,15,ARICA,151,2,3.355,1.751,1.604,3.086,1.6,1.486,269,151,118
106,ARICA Y PARINACOTA,15,ARICA,151,3,3.359,1.729,1.63,3.104,1.596,1.508,255,133,122
107,ARICA Y PARINACOTA,15,ARICA,151,4,3.332,1.687,1.645,3.08,1.566,1.514,252,121,131
108,ARICA Y PARINACOTA,15,ARICA,151,5,3.462,1.77,1.692,3.195,1.628,1.567,267,142,125
109,ARICA Y PARINACOTA,15,ARICA,151,6,3.595,1.867,1.728,3.313,1.729,1.584,282,138,144
110,ARICA Y PARINACOTA,15,ARICA,151,7,3.489,1.788,1.701,3.196,1.634,1.562,293,154,139
111,ARICA Y PARINACOTA,15,ARICA,151,8,3.311,1.684,1.627,3.039,1.553,1.486,272,131,141
112,ARICA Y PARINACOTA,15,ARICA,151,9,3.255,1.626,1.629,2.988,1.489,1.499,267,137,130
113,ARICA Y PARINACOTA,15,ARICA,151,10,3.16,1.589,1.571,2.95,1.479,1.471,210,110,100
114,ARICA Y PARINACOTA,15,ARICA,151,11,3.182,1.646,1.536,2.964,1.537,1.427,218,109,109
115,ARICA Y PARINACOTA,15,ARICA,151,12,3.126,1.611,1.515,2.93,1.496,1.434,196,115,81
116,ARICA Y PARINACOTA,15,ARICA,151,13,3.094,1.533,1.561,2.884,1.42,1.464,210,113,97
117,ARICA Y PARINACOTA,15,ARICA,151,14,3.229,1.611,1.618,3.021,1.496,1.525,208,115,93
118,ARICA Y PARINACOTA,15,ARICA,151,15,3.125,1.631,1.494,2.93,1.534,1.396,195,97,98
119,ARICA Y PARINACOTA,15,ARICA,151,16,3.313,1.722,1.591,3.154,1.655,1.499,159,67,92
120,ARICA Y PARINACOTA,15,ARICA,151,17,3.441,1.758,1.683,3.167,1.567,1.6,274,191,83
121,ARICA Y PARINACOTA,15,ARICA,151,18,3.654,2.015,1.639,3.146,1.613,1.533,508,402,106
122,ARICA Y PARINACOTA,15,ARICA,151,19,3.692,2.071,1.621,3.286,1.765,1.521,406,306,100
123,ARICA Y PARINACOTA,15,ARICA,151,20,3.656,1.929,1.727,3.316,1.696,1.62,340,233,107
124,ARICA Y PARINACOTA,15,ARICA,151,21,3.666,1.885,1.781,3.303,1.653,1.65,363,232,131
125,ARICA Y PARINACOTA,15,ARICA,151,22,3.624,1.881,1.743,3.272,1.653,1.619,352,228,124
126,ARICA Y PARINACOTA,15,ARICA,151,23,3.599,1.879,1.72,3.23,1.648,1.582,369,231,138
127,ARICA Y PARINACOTA,15,ARICA,151,24,3.57,1.863,1.707,3.195,1.623,1.572,375,240,135
128,ARICA Y PARINACOTA,15,ARICA,151,25,3.748,1.953,1.795,3.397,1.748,1.649,351,205,146
129,ARICA Y PARINACOTA,15,ARICA,151,26,3.649,1.908,1.741,3.33,1.703,1.627,319,205,114
130,ARICA Y PARINACOTA,15,ARICA,151,27,3.678,1.914,1.764,3.325,1.683,1.642,353,231,122
131,ARICA Y PARINACOTA,15,ARICA,151,28,3.629,1.864,1.765,3.262,1.639,1.623,367,225,142
132,ARICA Y PARINACOTA,15,ARICA,151,29,3.574,1.803,1.771,3.212,1.593,1.619,362,210,152
133,ARICA Y PARINACOTA,15,ARICA,151,30,3.478,1.721,1.757,3.125,1.509,1.616,353,212,141
134,ARICA Y PARINACOTA,15,ARICA,151,31,3.339,1.675,1.664,3.009,1.482,1.527,330,193,137
135,ARICA Y PARINACOTA,15,ARICA,151,32,3.359,1.688,1.671,3.026,1.496,1.53,333,192,141
136,ARICA Y PARINACOTA,15,ARICA,151,33,3.102,1.549,1.553,2.806,1.377,1.429,296,172,124
137,ARICA Y PARINACOTA,15,ARICA,151,34,3.313,1.611,1.702,2.967,1.402,1.565,346,209,137
138,ARICA Y PARINACOTA,15,ARICA,151,35,3.269,1.6,1.669,3.005,1.445,1.56,264,155,109
139,ARICA Y PARINACOTA,15,ARICA,151,36,3.079,1.5,1.579,2.804,1.338,1.466,275,162,113
140,ARICA Y PARINACOTA,15,ARICA,151,37,3.024,1.436,1.588,2.735,1.269,1.466,289,167,122
141,ARICA Y PARINACOTA,15,ARICA,151,38,2.929,1.47,1.459,2.656,1.303,1.353,273,167,106
142,ARICA Y PARINACOTA,15,ARICA,151,39,2.833,1.388,1.445,2.575,1.24,1.335,258,148,110
143,ARICA Y PARINACOTA,15,ARICA,151,40,2.892,1.403,1.489,2.619,1.239,1.38,273,164,109
144,ARICA Y PARINACOTA,15,ARICA,151,41,2.766,1.319,1.447,2.544,1.181,1.363,222,138,84
145,ARICA Y PARINACOTA,15,ARICA,151,42,2.981,1.455,1.526,2.719,1.291,1.428,262,164,98
146,ARICA Y PARINACOTA,15,ARICA,151,43,3.098,1.52,1.578,2.859,1.371,1.488,239,149,90
147,ARICA Y PARINACOTA,15,ARICA,151,44,3.102,1.505,1.597,2.893,1.38,1.513,209,125,84
148,ARICA Y PARINACOTA,15,ARICA,151,45,2.972,1.401,1.571,2.745,1.257,1.488,227,144,83
149,ARICA Y PARINACOTA,15,ARICA,151,46,3.02,1.418,1.602,2.762,1.268,1.494,258,150,108
150,ARICA Y PARINACOTA,15,ARICA,151,47,2.743,1.307,1.436,2.541,1.19,1.351,202,117,85
151,ARICA Y PARINACOTA,15,ARICA,151,48,2.608,1.283,1.325,2.42,1.159,1.261,188,124,64
152,ARICA Y PARINACOTA,15,ARICA,151,49,2.559,1.235,1.324,2.371,1.119,1.252,188,116,72
153,ARICA Y PARINACOTA,15,ARICA,151,50,2.658,1.278,1.38,2.484,1.18,1.304,174,98,76
154,ARICA Y PARINACOTA,15,ARICA,151,51,2.593,1.227,1.366,2.409,1.113,1.296,184,114,70
155,ARICA Y PARINACOTA,15,ARICA,151,52,2.671,1.244,1.427,2.482,1.128,1.354,189,116,73
156,ARICA Y PARINACOTA,15,ARICA,151,53,2.638,1.229,1.409,2.474,1.136,1.338,164,93,71
157,ARICA Y PARINACOTA,15,ARICA,151,54,2.859,1.279,1.58,2.676,1.176,1.5,183,103,80
158,ARICA Y PARINACOTA,15,ARICA,151,55,2.487,1.165,1.322,2.333,1.083,1.25,154,82,72
159,ARICA Y PARINACOTA,15,ARICA,151,56,2.389,1.069,1.32,2.257,986,1.271,132,83,49
160,ARICA Y PARINACOTA,15,ARICA,151,57,2.313,1.101,1.212,2.158,1.012,1.146,155,89,66
161,ARICA Y PARINACOTA,15,ARICA,151,58,2.271,1.064,1.207,2.126,974,1.152,145,90,55
162,ARICA Y PARINACOTA,15,ARICA,151,59,2.295,1.139,1.156,2.152,1.052,1.1,143,87,56
163,ARICA Y PARINACOTA,15,ARICA,151,60,2.211,1.081,1.13,2.103,1.013,1.09,108,68,40
164,ARICA Y PARINACOTA,15,ARICA,151,61,2.144,1.053,1.091,2.025,984,1.041,119,69,50
165,ARICA Y PARINACOTA,15,ARICA,151,62,2.041,1.074,967,1.929,1.01,919,112,64,48
166,ARICA Y PARINACOTA,15,ARICA,151,63,1.999,992,1.007,1.896,927,969,103,65,38
167,ARICA Y PARINACOTA,15,ARICA,151,64,1.866,889,977,1.768,830,938,98,59,39
168,ARICA Y PARINACOTA,15,ARICA,151,65,1.744,843,901,1.643,785,858,101,58,43
169,ARICA Y PARINACOTA,15,ARICA,151,66,1.718,803,915,1.629,750,879,89,53,36
170,ARICA Y PARINACOTA,15,ARICA,151,67,1.609,724,885,1.52,682,838,89,42,47
171,ARICA Y PARINACOTA,15,ARICA,151,68,1.563,722,841,1.462,663,799,101,59,42
172,ARICA Y PARINACOTA,15,ARICA,151,69,1.527,717,810,1.409,655,754,118,62,56
173,ARICA Y PARINACOTA,15,ARICA,151,70,1.457,685,772,1.374,633,741,83,52,31
174,ARICA Y PARINACOTA,15,ARICA,151,71,1.411,674,737,1.346,638,708,65,36,29
175,ARICA Y PARINACOTA,15,ARICA,151,72,1.283,592,691,1.206,548,658,77,44,33
176,ARICA Y PARINACOTA,15,ARICA,151,73,1.257,576,681,1.189,537,652,68,39,29
177,ARICA Y PARINACOTA,15,ARICA,151,74,1.182,534,648,1.123,500,623,59,34,25
178,ARICA Y PARINACOTA,15,ARICA,151,75,970,455,515,926,428,498,44,27,17
179,ARICA Y PARINACOTA,15,ARICA,151,76,954,432,522,902,399,503,52,33,19
180,ARICA Y PARINACOTA,15,ARICA,151,77,876,403,473,827,374,453,49,29,20
181,ARICA Y PARINACOTA,15,ARICA,151,78,799,351,448,757,328,429,42,23,19
182,ARICA Y PARINACOTA,15,ARICA,151,79,692,283,409,654,260,394,38,23,15
183,ARICA Y PARINACOTA,15,ARICA,151,80,697,289,408,676,279,397,21,10,11
184,ARICA Y PARINACOTA,15,ARICA,151,81,588,244,344,555,227,328,33,17,16
185,ARICA Y PARINACOTA,15,ARICA,151,82,539,226,313,520,214,306,19,12,7
186,ARICA Y PARINACOTA,15,ARICA,151,83,483,192,291,453,180,273,30,12,18
187,ARICA Y PARINACOTA,15,ARICA,151,84,448,167,281,426,158,268,22,9,13
188,ARICA Y PARINACOTA,15,ARICA,151,85,378,155,223,361,149,212,17,6,11
189,ARICA Y PARINACOTA,15,ARICA,151,86,406,153,253,397,148,249,9,5,4
190,ARICA Y PARINACOTA,15,ARICA,151,87,346,130,216,335,124,211,11,6,5
191,ARICA Y PARINACOTA,15,ARICA,151,88,263,92,171,248,83,165,15,9,6
192,ARICA Y PARINACOTA,15,ARICA,151,89,237,94,143,224,87,137,13,7,6
193,ARICA Y PARINACOTA,15,ARICA,151,90,195,57,138,188,54,134,7,3,4
194,ARICA Y PARINACOTA,15,ARICA,151,91,142,57,85,136,54,82,6,3,3
195,ARICA Y PARINACOTA,15,ARICA,151,92,119,44,75,118,44,74,1,0,1
196,ARICA Y PARINACOTA,15,ARICA,151,93,92,29,63,91,29,62,1,0,1
197,ARICA Y PARINACOTA,15,ARICA,151,94,62,23,39,61,23,38,1,0,1
198,ARICA Y PARINACOTA,15,ARICA,151,95,51,10,41,49,10,39,2,0,2
199,ARICA Y PARINACOTA,15,ARICA,151,96,52,14,38,51,13,38,1,1,0
200,ARICA Y PARINACOTA,15,ARICA,151,97,24,5,19,22,4,18,2,1,1
201,ARICA Y PARINACOTA,15,ARICA,151,98,17,2,15,16,2,14,1,0,1
202,ARICA Y PARINACOTA,15,ARICA,151,99,11,3,8,10,3,7,1,0,1
203,ARICA Y PARINACOTA,15,ARICA,151,100 o más,51,11,40,49,10,39,2,1,1
204,ARICA Y PARINACOTA,15,PARINACOTA,152,Total Provincia,3.449,2.466,983,2.152,1.693,459,1.297,773,524
205,ARICA Y PARINACOTA,15,PARINACOTA,152,0,11,5,6,1,0,1,10,5,5
206,ARICA Y PARINACOTA,15,PARINACOTA,152,1,37,16,21,25,12,13,12,4,8
207,ARICA Y PARINACOTA,15,PARINACOTA,152,2,21,8,13,12,4,8,9,4,5
208,ARICA Y PARINACOTA,15,PARINACOTA,152,3,33,18,15,17,9,8,16,9,7
209,ARICA Y PARINACOTA,15,PARINACOTA,152,4,19,11,8,13,7,6,6,4,2
210,ARICA Y PARINACOTA,15,PARINACOTA,152,5,18,8,10,6,4,2,12,4,8
211,ARICA Y PARINACOTA,15,PARINACOTA,152,6,25,13,12,10,5,5,15,8,7
212,ARICA Y PARINACOTA,15,PARINACOTA,152,7,29,13,16,18,10,8,11,3,8
213,ARICA Y PARINACOTA,15,PARINACOTA,152,8,28,14,14,15,6,9,13,8,5
214,ARICA Y PARINACOTA,15,PARINACOTA,152,9,22,14,8,14,8,6,8,6,2
215,ARICA Y PARINACOTA,15,PARINACOTA,152,10,20,10,10,12,5,7,8,5,3
216,ARICA Y PARINACOTA,15,PARINACOTA,152,11,30,17,13,14,8,6,16,9,7
217,ARICA Y PARINACOTA,15,PARINACOTA,152,12,14,7,7,8,3,5,6,4,2
218,ARICA Y PARINACOTA,15,PARINACOTA,152,13,32,18,14,16,11,5,16,7,9
219,ARICA Y PARINACOTA,15,PARINACOTA,152,14,14,8,6,7,5,2,7,3,4
220,ARICA Y PARINACOTA,15,PARINACOTA,152,15,23,13,10,9,6,3,14,7,7
221,ARICA Y PARINACOTA,15,PARINACOTA,152,16,15,8,7,8,5,3,7,3,4
222,ARICA Y PARINACOTA,15,PARINACOTA,152,17,80,76,4,76,74,2,4,2,2
223,ARICA Y PARINACOTA,15,PARINACOTA,152,18,264,254,10,255,249,6,9,5,4
224,ARICA Y PARINACOTA,15,PARINACOTA,152,19,151,141,10,132,125,7,19,16,3
225,ARICA Y PARINACOTA,15,PARINACOTA,152,20,90,81,9,74,68,6,16,13,3
226,ARICA Y PARINACOTA,15,PARINACOTA,152,21,51,43,8,42,34,8,9,9,0
227,ARICA Y PARINACOTA,15,PARINACOTA,152,22,78,56,22,57,42,15,21,14,7
228,ARICA Y PARINACOTA,15,PARINACOTA,152,23,60,57,3,46,43,3,14,14,0
229,ARICA Y PARINACOTA,15,PARINACOTA,152,24,74,54,20,54,42,12,20,12,8
230,ARICA Y PARINACOTA,15,PARINACOTA,152,25,50,37,13,36,26,10,14,11,3
231,ARICA Y PARINACOTA,15,PARINACOTA,152,26,71,53,18,54,42,12,17,11,6
232,ARICA Y PARINACOTA,15,PARINACOTA,152,27,60,45,15,41,29,12,19,16,3
233,ARICA Y PARINACOTA,15,PARINACOTA,152,28,73,60,13,43,36,7,30,24,6
234,ARICA Y PARINACOTA,15,PARINACOTA,152,29,56,44,12,38,28,10,18,16,2
235,ARICA Y PARINACOTA,15,PARINACOTA,152,30,63,50,13,45,39,6,18,11,7
236,ARICA Y PARINACOTA,15,PARINACOTA,152,31,71,54,17,43,34,9,28,20,8
237,ARICA Y PARINACOTA,15,PARINACOTA,152,32,47,32,15,34,24,10,13,8,5
238,ARICA Y PARINACOTA,15,PARINACOTA,152,33,55,41,14,39,28,11,16,13,3
239,ARICA Y PARINACOTA,15,PARINACOTA,152,34,68,48,20,44,33,11,24,15,9
240,ARICA Y PARINACOTA,15,PARINACOTA,152,35,66,55,11,48,43,5,18,12,6
241,ARICA Y PARINACOTA,15,PARINACOTA,152,36,67,51,16,45,39,6,22,12,10
242,ARICA Y PARINACOTA,15,PARINACOTA,152,37,61,44,17,41,32,9,20,12,8
243,ARICA Y PARINACOTA,15,PARINACOTA,152,38,44,32,12,27,21,6,17,11,6
244,ARICA Y PARINACOTA,15,PARINACOTA,152,39,60,40,20,39,31,8,21,9,12
245,ARICA Y PARINACOTA,15,PARINACOTA,152,40,49,36,13,37,33,4,12,3,9
246,ARICA Y PARINACOTA,15,PARINACOTA,152,41,54,38,16,33,24,9,21,14,7
247,ARICA Y PARINACOTA,15,PARINACOTA,152,42,53,37,16,32,26,6,21,11,10
248,ARICA Y PARINACOTA,15,PARINACOTA,152,43,73,46,27,45,32,13,28,14,14
249,ARICA Y PARINACOTA,15,PARINACOTA,152,44,41,31,10,21,17,4,20,14,6
250,ARICA Y PARINACOTA,15,PARINACOTA,152,45,33,22,11,21,16,5,12,6,6
251,ARICA Y PARINACOTA,15,PARINACOTA,152,46,45,30,15,24,18,6,21,12,9
252,ARICA Y PARINACOTA,15,PARINACOTA,152,47,52,37,15,28,20,8,24,17,7
253,ARICA Y PARINACOTA,15,PARINACOTA,152,48,42,35,7,25,21,4,17,14,3
254,ARICA Y PARINACOTA,15,PARINACOTA,152,49,38,29,9,24,17,7,14,12,2
255,ARICA Y PARINACOTA,15,PARINACOTA,152,50,37,23,14,22,14,8,15,9,6
256,ARICA Y PARINACOTA,15,PARINACOTA,152,51,33,16,17,19,12,7,14,4,10
257,ARICA Y PARINACOTA,15,PARINACOTA,152,52,29,22,7,16,14,2,13,8,5
258,ARICA Y PARINACOTA,15,PARINACOTA,152,53,42,28,14,25,19,6,17,9,8
259,ARICA Y PARINACOTA,15,PARINACOTA,152,54,33,23,10,12,9,3,21,14,7
