ORDEN,NOMBRE REGION,CÓDIGO REGION,NOMBRE PROVINCIA,CODIGO PROVINCIA,EDAD,TOTAL POBLACIÓN EFECTIVAMENTE CENSADA,HOMBRES ,MUJERES,TOTAL ÁREA URBANA,HOMBRES ÁREA URBANA ,MUJERES ÁREA URBANA,TOTAL ÁREA RURAL,HOMBRES ÁREA RURAL,MUJERES ÁREA RURAL
4.266,ARAUCANÍA,9,CAUTÍN,91,83,2.087,838,1.249,1.258,464,794,829,374,455
4.267,ARAUCANÍA,9,CAUTÍN,91,84,1.958,777,1.181,1.179,416,763,779,361,418
4.268,ARAUCANÍA,9,CAUTÍN,91,85,1.705,663,1.042,1.084,394,690,621,269,352
4.269,ARAUCANÍA,9,CAUTÍN,91,86,1.7,655,1.045,1.05,354,696,650,301,349
4.27,ARAUCANÍA,9,CAUTÍN,91,87,1.447,527,920,930,318,612,517,209,308
4.271,ARAUCANÍA,9,CAUTÍN,91,88,1.196,433,763,768,240,528,428,193,235
4.272,ARAUCANÍA,9,CAUTÍN,91,89,987,346,641,636,196,440,351,150,201
4.273,ARAUCANÍA,9,CAUTÍN,91,90,797,279,518,525,174,351,272,105,167
4.274,ARAUCANÍA,9,CAUTÍN,91,91,673,248,425,408,131,277,265,117,148
4.275,ARAUCANÍA,9,CAUTÍN,91,92,621,192,429,415,120,295,206,72,134
4.276,ARAUCANÍA,9,CAUTÍN,91,93,443,136,307,294,84,210,149,52,97
4.277,ARAUCANÍA,9,CAUTÍN,91,94,360,112,248,238,65,173,122,47,75
4.278,ARAUCANÍA,9,CAUTÍN,91,95,258,85,173,163,45,118,95,40,55
4.279,ARAUCANÍA,9,CAUTÍN,91,96,197,50,147,130,29,101,67,21,46
4.28,ARAUCANÍA,9,CAUTÍN,91,97,162,49,113,105,32,73,57,17,40
4.281,ARAUCANÍA,9,CAUTÍN,91,98,90,25,65,51,8,43,39,17,22
4.282,ARAUCANÍA,9,CAUTÍN,91,99,80,28,52,54,17,37,26,11,15
4.283,ARAUCANÍA,9,CAUTÍN,91,100 o más,231,85,146,150,53,97,81,32,49
4.284,ARAUCANÍA,9,MALLECO,92,Total Provincia,205.124,99.811,105.313,151.057,71.393,79.664,54.067,28.418,25.649
4.285,ARAUCANÍA,9,MALLECO,92,0,2.565,1.319,1.246,1.891,958,933,674,361,313
4.286,ARAUCANÍA,9,MALLECO,92,1,2.893,1.495,1.398,2.166,1.117,1.049,727,378,349
4.287,ARAUCANÍA,9,MALLECO,92,2,2.93,1.526,1.404,2.191,1.153,1.038,739,373,366
4.288,ARAUCANÍA,9,MALLECO,92,3,2.918,1.524,1.394,2.174,1.127,1.047,744,397,347
4.289,ARAUCANÍA,9,MALLECO,92,4,2.874,1.458,1.416,2.16,1.099,1.061,714,359,355
4.29,ARAUCANÍA,9,MALLECO,92,5,2.861,1.467,1.394,2.09,1.08,1.01,771,387,384
4.291,ARAUCANÍA,9,MALLECO,92,6,2.999,1.52,1.479,2.208,1.121,1.087,791,399,392
4.292,ARAUCANÍA,9,MALLECO,92,7,2.88,1.484,1.396,2.148,1.114,1.034,732,370,362
4.293,ARAUCANÍA,9,MALLECO,92,8,3.013,1.568,1.445,2.229,1.142,1.087,784,426,358
4.294,ARAUCANÍA,9,MALLECO,92,9,3.022,1.554,1.468,2.236,1.137,1.099,786,417,369
4.295,ARAUCANÍA,9,MALLECO,92,10,3.002,1.489,1.513,2.197,1.076,1.121,805,413,392
4.296,ARAUCANÍA,9,MALLECO,92,11,2.93,1.504,1.426,2.158,1.106,1.052,772,398,374
4.297,ARAUCANÍA,9,MALLECO,92,12,2.92,1.472,1.448,2.139,1.074,1.065,781,398,383
4.298,ARAUCANÍA,9,MALLECO,92,13,2.688,1.358,1.33,1.935,961,974,753,397,356
4.299,ARAUCANÍA,9,MALLECO,92,14,2.959,1.521,1.438,2.259,1.147,1.112,700,374,326
4.3,ARAUCANÍA,9,MALLECO,92,15,2.97,1.502,1.468,2.23,1.111,1.119,740,391,349
4.301,ARAUCANÍA,9,MALLECO,92,16,3.138,1.592,1.546,2.352,1.15,1.202,786,442,344
4.302,ARAUCANÍA,9,MALLECO,92,17,3.036,1.595,1.441,2.32,1.186,1.134,716,409,307
4.303,ARAUCANÍA,9,MALLECO,92,18,2.678,1.395,1.283,2.031,1.062,969,647,333,314
4.304,ARAUCANÍA,9,MALLECO,92,19,2.519,1.326,1.193,1.899,989,910,620,337,283
4.305,ARAUCANÍA,9,MALLECO,92,20,2.539,1.224,1.315,1.956,934,1.022,583,290,293
4.306,ARAUCANÍA,9,MALLECO,92,21,2.48,1.256,1.224,1.886,960,926,594,296,298
4.307,ARAUCANÍA,9,MALLECO,92,22,2.639,1.257,1.382,2.009,940,1.069,630,317,313
4.308,ARAUCANÍA,9,MALLECO,92,23,2.734,1.317,1.417,2.093,970,1.123,641,347,294
4.309,ARAUCANÍA,9,MALLECO,92,24,2.791,1.303,1.488,2.169,994,1.175,622,309,313
4.31,ARAUCANÍA,9,MALLECO,92,25,2.993,1.41,1.583,2.332,1.097,1.235,661,313,348
4.311,ARAUCANÍA,9,MALLECO,92,26,2.969,1.398,1.571,2.299,1.058,1.241,670,340,330
4.312,ARAUCANÍA,9,MALLECO,92,27,2.994,1.452,1.542,2.382,1.154,1.228,612,298,314
4.313,ARAUCANÍA,9,MALLECO,92,28,2.791,1.299,1.492,2.189,999,1.19,602,300,302
4.314,ARAUCANÍA,9,MALLECO,92,29,2.659,1.27,1.389,2.078,972,1.106,581,298,283
4.315,ARAUCANÍA,9,MALLECO,92,30,2.718,1.295,1.423,2.145,1.004,1.141,573,291,282
4.316,ARAUCANÍA,9,MALLECO,92,31,2.697,1.25,1.447,2.094,955,1.139,603,295,308
4.317,ARAUCANÍA,9,MALLECO,92,32,2.574,1.238,1.336,1.967,929,1.038,607,309,298
4.318,ARAUCANÍA,9,MALLECO,92,33,2.537,1.146,1.391,1.979,873,1.106,558,273,285
4.319,ARAUCANÍA,9,MALLECO,92,34,2.706,1.283,1.423,2.115,979,1.136,591,304,287
4.32,ARAUCANÍA,9,MALLECO,92,35,2.79,1.313,1.477,2.103,977,1.126,687,336,351
4.321,ARAUCANÍA,9,MALLECO,92,36,2.497,1.206,1.291,1.923,923,1,574,283,291
4.322,ARAUCANÍA,9,MALLECO,92,37,2.568,1.212,1.356,1.914,875,1.039,654,337,317
4.323,ARAUCANÍA,9,MALLECO,92,38,2.564,1.182,1.382,1.939,854,1.085,625,328,297
4.324,ARAUCANÍA,9,MALLECO,92,39,2.412,1.143,1.269,1.756,801,955,656,342,314
4.325,ARAUCANÍA,9,MALLECO,92,40,2.457,1.143,1.314,1.85,824,1.026,607,319,288
4.326,ARAUCANÍA,9,MALLECO,92,41,2.511,1.238,1.273,1.831,863,968,680,375,305
4.327,ARAUCANÍA,9,MALLECO,92,42,2.691,1.259,1.432,1.977,888,1.089,714,371,343
4.328,ARAUCANÍA,9,MALLECO,92,43,2.738,1.334,1.404,1.976,942,1.034,762,392,370
4.329,ARAUCANÍA,9,MALLECO,92,44,2.787,1.32,1.467,2.029,923,1.106,758,397,361
4.33,ARAUCANÍA,9,MALLECO,92,45,2.791,1.354,1.437,2.01,951,1.059,781,403,378
4.331,ARAUCANÍA,9,MALLECO,92,46,2.689,1.26,1.429,1.89,855,1.035,799,405,394
4.332,ARAUCANÍA,9,MALLECO,92,47,2.7,1.326,1.374,1.909,884,1.025,791,442,349
4.333,ARAUCANÍA,9,MALLECO,92,48,2.811,1.38,1.431,1.987,935,1.052,824,445,379
4.334,ARAUCANÍA,9,MALLECO,92,49,2.834,1.403,1.431,2.025,961,1.064,809,442,367
4.335,ARAUCANÍA,9,MALLECO,92,50,2.933,1.383,1.55,2.107,942,1.165,826,441,385
4.336,ARAUCANÍA,9,MALLECO,92,51,2.968,1.46,1.508,2.134,1.005,1.129,834,455,379
4.337,ARAUCANÍA,9,MALLECO,92,52,2.968,1.435,1.533,2.131,985,1.146,837,450,387
4.338,ARAUCANÍA,9,MALLECO,92,53,2.845,1.395,1.45,2.03,971,1.059,815,424,391
4.339,ARAUCANÍA,9,MALLECO,92,54,2.851,1.388,1.463,2.011,952,1.059,840,436,404
4.34,ARAUCANÍA,9,MALLECO,92,55,2.808,1.357,1.451,2.025,941,1.084,783,416,367
4.341,ARAUCANÍA,9,MALLECO,92,56,2.686,1.343,1.343,1.908,893,1.015,778,450,328
4.342,ARAUCANÍA,9,MALLECO,92,57,2.533,1.238,1.295,1.805,862,943,728,376,352
4.343,ARAUCANÍA,9,MALLECO,92,58,2.432,1.245,1.187,1.67,810,860,762,435,327
4.344,ARAUCANÍA,9,MALLECO,92,59,2.357,1.148,1.209,1.678,780,898,679,368,311
4.345,ARAUCANÍA,9,MALLECO,92,60,2.398,1.182,1.216,1.699,803,896,699,379,320
4.346,ARAUCANÍA,9,MALLECO,92,61,2.295,1.093,1.202,1.604,731,873,691,362,329
4.347,ARAUCANÍA,9,MALLECO,92,62,2.116,1.089,1.027,1.504,748,756,612,341,271
4.348,ARAUCANÍA,9,MALLECO,92,63,2.212,1.055,1.157,1.587,735,852,625,320,305
4.349,ARAUCANÍA,9,MALLECO,92,64,2.095,1.011,1.084,1.456,640,816,639,371,268
4.35,ARAUCANÍA,9,MALLECO,92,65,1.937,923,1.014,1.369,619,750,568,304,264
4.351,ARAUCANÍA,9,MALLECO,92,66,1.824,882,942,1.257,568,689,567,314,253
4.352,ARAUCANÍA,9,MALLECO,92,67,1.683,816,867,1.18,533,647,503,283,220
4.353,ARAUCANÍA,9,MALLECO,92,68,1.69,812,878,1.173,539,634,517,273,244
4.354,ARAUCANÍA,9,MALLECO,92,69,1.575,764,811,1.101,503,598,474,261,213
4.355,ARAUCANÍA,9,MALLECO,92,70,1.546,705,841,1.077,456,621,469,249,220
4.356,ARAUCANÍA,9,MALLECO,92,71,1.493,700,793,1.02,438,582,473,262,211
4.357,ARAUCANÍA,9,MALLECO,92,72,1.451,737,714,960,448,512,491,289,202
4.358,ARAUCANÍA,9,MALLECO,92,73,1.284,590,694,886,384,502,398,206,192
4.359,ARAUCANÍA,9,MALLECO,92,74,1.35,593,757,931,388,543,419,205,214
4.36,ARAUCANÍA,9,MALLECO,92,75,1.259,605,654,898,400,498,361,205,156
4.361,ARAUCANÍA,9,MALLECO,92,76,1.175,550,625,836,365,471,339,185,154
4.362,ARAUCANÍA,9,MALLECO,92,77,1.093,497,596,796,346,450,297,151,146
4.363,ARAUCANÍA,9,MALLECO,92,78,969,437,532,690,282,408,279,155,124
4.364,ARAUCANÍA,9,MALLECO,92,79,844,396,448,563,245,318,281,151,130
4.365,ARAUCANÍA,9,MALLECO,92,80,844,363,481,601,237,364,243,126,117
4.366,ARAUCANÍA,9,MALLECO,92,81,809,349,460,577,222,355,232,127,105
4.367,ARAUCANÍA,9,MALLECO,92,82,719,298,421,525,188,337,194,110,84
4.368,ARAUCANÍA,9,MALLECO,92,83,648,283,365,462,186,276,186,97,89
4.369,ARAUCANÍA,9,MALLECO,92,84,656,284,372,474,194,280,182,90,92
4.37,ARAUCANÍA,9,MALLECO,92,85,471,190,281,357,133,224,114,57,57
4.371,ARAUCANÍA,9,MALLECO,92,86,525,204,321,384,146,238,141,58,83
4.372,ARAUCANÍA,9,MALLECO,92,87,455,175,280,341,121,220,114,54,60
4.373,ARAUCANÍA,9,MALLECO,92,88,380,158,222,274,98,176,106,60,46
4.374,ARAUCANÍA,9,MALLECO,92,89,317,116,201,242,78,164,75,38,37
4.375,ARAUCANÍA,9,MALLECO,92,90,242,94,148,183,65,118,59,29,30
4.376,ARAUCANÍA,9,MALLECO,92,91,207,76,131,157,50,107,50,26,24
4.377,ARAUCANÍA,9,MALLECO,92,92,173,59,114,127,37,90,46,22,24
4.378,ARAUCANÍA,9,MALLECO,92,93,136,48,88,103,33,70,33,15,18
4.379,ARAUCANÍA,9,MALLECO,92,94,104,41,63,84,30,54,20,11,9
4.38,ARAUCANÍA,9,MALLECO,92,95,75,27,48,61,18,43,14,9,5
4.381,ARAUCANÍA,9,MALLECO,92,96,60,18,42,50,15,35,10,3,7
4.382,ARAUCANÍA,9,MALLECO,92,97,54,20,34,44,14,30,10,6,4
4.383,ARAUCANÍA,9,MALLECO,92,98,35,17,18,32,16,16,3,1,2
4.384,ARAUCANÍA,9,MALLECO,92,99,29,7,22,26,6,20,3,1,2
4.385,ARAUCANÍA,9,MALLECO,92,100 o más,59,15,44,42,10,32,17,5,12
4.386,LOS RÍOS,14,VALDIVIA,141,Total Provincia,290.868,142.329,148.539,221.529,106.416,115.113,69.339,35.913,33.426
4.387,LOS RÍOS,14,VALDIVIA,141,0,3.322,1.701,1.621,2.543,1.301,1.242,779,400,379
4.388,LOS RÍOS,14,VALDIVIA,141,1,3.629,1.816,1.813,2.793,1.371,1.422,836,445,391
4.389,LOS RÍOS,14,VALDIVIA,141,2,3.679,1.889,1.79,2.799,1.42,1.379,880,469,411
4.39,LOS RÍOS,14,VALDIVIA,141,3,3.706,1.913,1.793,2.848,1.483,1.365,858,430,428
4.391,LOS RÍOS,14,VALDIVIA,141,4,3.979,2,1.979,3.027,1.528,1.499,952,472,480
4.392,LOS RÍOS,14,VALDIVIA,141,5,3.877,1.927,1.95,2.915,1.444,1.471,962,483,479
4.393,LOS RÍOS,14,VALDIVIA,141,6,4.142,2.111,2.031,3.111,1.594,1.517,1.031,517,514
4.394,LOS RÍOS,14,VALDIVIA,141,7,4.126,2.061,2.065,3.082,1.525,1.557,1.044,536,508
4.395,LOS RÍOS,14,VALDIVIA,141,8,3.965,2.053,1.912,2.967,1.542,1.425,998,511,487
4.396,LOS RÍOS,14,VALDIVIA,141,9,3.919,2.033,1.886,2.971,1.534,1.437,948,499,449
4.397,LOS RÍOS,14,VALDIVIA,141,10,3.9,1.928,1.972,2.913,1.432,1.481,987,496,491
4.398,LOS RÍOS,14,VALDIVIA,141,11,3.866,1.96,1.906,2.903,1.466,1.437,963,494,469
4.399,LOS RÍOS,14,VALDIVIA,141,12,3.877,2.018,1.859,2.95,1.522,1.428,927,496,431
4.4,LOS RÍOS,14,VALDIVIA,141,13,3.753,1.924,1.829,2.8,1.447,1.353,953,477,476
4.401,LOS RÍOS,14,VALDIVIA,141,14,4.12,2.072,2.048,3.157,1.552,1.605,963,520,443
4.402,LOS RÍOS,14,VALDIVIA,141,15,4.088,2.061,2.027,3.057,1.517,1.54,1.031,544,487
4.403,LOS RÍOS,14,VALDIVIA,141,16,4.192,2.113,2.079,3.244,1.614,1.63,948,499,449
4.404,LOS RÍOS,14,VALDIVIA,141,17,4.2,2.128,2.072,3.286,1.638,1.648,914,490,424
4.405,LOS RÍOS,14,VALDIVIA,141,18,4.594,2.323,2.271,3.86,1.949,1.911,734,374,360
4.406,LOS RÍOS,14,VALDIVIA,141,19,4.824,2.468,2.356,4.03,2.06,1.97,794,408,386
4.407,LOS RÍOS,14,VALDIVIA,141,20,4.906,2.485,2.421,4.087,2.079,2.008,819,406,413
4.408,LOS RÍOS,14,VALDIVIA,141,21,4.788,2.393,2.395,4.004,2,2.004,784,393,391
4.409,LOS RÍOS,14,VALDIVIA,141,22,4.965,2.493,2.472,4.173,2.07,2.103,792,423,369
4.41,LOS RÍOS,14,VALDIVIA,141,23,4.826,2.46,2.366,3.969,2.028,1.941,857,432,425
4.411,LOS RÍOS,14,VALDIVIA,141,24,5.015,2.463,2.552,4.095,2.019,2.076,920,444,476
4.412,LOS RÍOS,14,VALDIVIA,141,25,4.82,2.442,2.378,3.937,1.955,1.982,883,487,396
4.413,LOS RÍOS,14,VALDIVIA,141,26,4.743,2.349,2.394,3.854,1.89,1.964,889,459,430
4.414,LOS RÍOS,14,VALDIVIA,141,27,4.848,2.404,2.444,3.867,1.908,1.959,981,496,485
4.415,LOS RÍOS,14,VALDIVIA,141,28,4.474,2.191,2.283,3.556,1.702,1.854,918,489,429
4.416,LOS RÍOS,14,VALDIVIA,141,29,4.246,2.139,2.107,3.36,1.67,1.69,886,469,417
4.417,LOS RÍOS,14,VALDIVIA,141,30,4.146,2.072,2.074,3.219,1.601,1.618,927,471,456
4.418,LOS RÍOS,14,VALDIVIA,141,31,3.972,1.907,2.065,3.115,1.487,1.628,857,420,437
4.419,LOS RÍOS,14,VALDIVIA,141,32,3.871,1.899,1.972,3.062,1.493,1.569,809,406,403
4.42,LOS RÍOS,14,VALDIVIA,141,33,3.939,1.895,2.044,3.074,1.477,1.597,865,418,447
4.421,LOS RÍOS,14,VALDIVIA,141,34,3.949,1.928,2.021,3.076,1.512,1.564,873,416,457
4.422,LOS RÍOS,14,VALDIVIA,141,35,4.018,1.953,2.065,3.107,1.486,1.621,911,467,444
4.423,LOS RÍOS,14,VALDIVIA,141,36,3.688,1.767,1.921,2.853,1.338,1.515,835,429,406
4.424,LOS RÍOS,14,VALDIVIA,141,37,3.729,1.786,1.943,2.846,1.337,1.509,883,449,434
4.425,LOS RÍOS,14,VALDIVIA,141,38,3.459,1.676,1.783,2.611,1.252,1.359,848,424,424
4.426,LOS RÍOS,14,VALDIVIA,141,39,3.521,1.744,1.777,2.664,1.276,1.388,857,468,389
4.427,LOS RÍOS,14,VALDIVIA,141,40,3.456,1.737,1.719,2.533,1.234,1.299,923,503,420
4.428,LOS RÍOS,14,VALDIVIA,141,41,3.624,1.765,1.859,2.724,1.289,1.435,900,476,424
4.429,LOS RÍOS,14,VALDIVIA,141,42,3.801,1.831,1.97,2.838,1.336,1.502,963,495,468
4.43,LOS RÍOS,14,VALDIVIA,141,43,3.875,1.911,1.964,2.861,1.351,1.51,1.014,560,454
4.431,LOS RÍOS,14,VALDIVIA,141,44,3.909,1.868,2.041,2.845,1.327,1.518,1.064,541,523
4.432,LOS RÍOS,14,VALDIVIA,141,45,3.631,1.805,1.826,2.667,1.312,1.355,964,493,471
4.433,LOS RÍOS,14,VALDIVIA,141,46,3.746,1.851,1.895,2.743,1.322,1.421,1.003,529,474
4.434,LOS RÍOS,14,VALDIVIA,141,47,3.751,1.824,1.927,2.751,1.298,1.453,1,526,474
4.435,LOS RÍOS,14,VALDIVIA,141,48,3.911,1.889,2.022,2.842,1.34,1.502,1.069,549,520
4.436,LOS RÍOS,14,VALDIVIA,141,49,4.104,2.059,2.045,3.054,1.514,1.54,1.05,545,505
4.437,LOS RÍOS,14,VALDIVIA,141,50,4.155,2.032,2.123,3.047,1.443,1.604,1.108,589,519
4.438,LOS RÍOS,14,VALDIVIA,141,51,4.045,1.975,2.07,3.052,1.46,1.592,993,515,478
4.439,LOS RÍOS,14,VALDIVIA,141,52,4.106,2.01,2.096,3.032,1.43,1.602,1.074,580,494
4.44,LOS RÍOS,14,VALDIVIA,141,53,4.025,1.968,2.057,3.006,1.432,1.574,1.019,536,483
4.441,LOS RÍOS,14,VALDIVIA,141,54,4.035,2.016,2.019,2.979,1.432,1.547,1.056,584,472
4.442,LOS RÍOS,14,VALDIVIA,141,55,3.821,1.797,2.024,2.819,1.304,1.515,1.002,493,509
4.443,LOS RÍOS,14,VALDIVIA,141,56,3.726,1.779,1.947,2.757,1.253,1.504,969,526,443
4.444,LOS RÍOS,14,VALDIVIA,141,57,3.357,1.636,1.721,2.467,1.163,1.304,890,473,417
4.445,LOS RÍOS,14,VALDIVIA,141,58,3.304,1.602,1.702,2.454,1.149,1.305,850,453,397
4.446,LOS RÍOS,14,VALDIVIA,141,59,3.228,1.587,1.641,2.355,1.112,1.243,873,475,398
4.447,LOS RÍOS,14,VALDIVIA,141,60,3.216,1.626,1.59,2.324,1.134,1.19,892,492,400
4.448,LOS RÍOS,14,VALDIVIA,141,61,2.967,1.431,1.536,2.182,1.005,1.177,785,426,359
4.449,LOS RÍOS,14,VALDIVIA,141,62,2.839,1.393,1.446,2.051,977,1.074,788,416,372
4.45,LOS RÍOS,14,VALDIVIA,141,63,2.812,1.34,1.472,2.027,924,1.103,785,416,369
4.451,LOS RÍOS,14,VALDIVIA,141,64,2.659,1.218,1.441,1.931,843,1.088,728,375,353
4.452,LOS RÍOS,14,VALDIVIA,141,65,2.455,1.17,1.285,1.773,787,986,682,383,299
4.453,LOS RÍOS,14,VALDIVIA,141,66,2.283,1.08,1.203,1.672,741,931,611,339,272
4.454,LOS RÍOS,14,VALDIVIA,141,67,2.264,1.06,1.204,1.599,727,872,665,333,332
4.455,LOS RÍOS,14,VALDIVIA,141,68,2.158,1.039,1.119,1.545,700,845,613,339,274
4.456,LOS RÍOS,14,VALDIVIA,141,69,2.175,1.039,1.136,1.567,700,867,608,339,269
4.457,LOS RÍOS,14,VALDIVIA,141,70,2.042,936,1.106,1.473,637,836,569,299,270
4.458,LOS RÍOS,14,VALDIVIA,141,71,1.841,839,1.002,1.347,584,763,494,255,239
4.459,LOS RÍOS,14,VALDIVIA,141,72,1.796,816,980,1.284,560,724,512,256,256
4.46,LOS RÍOS,14,VALDIVIA,141,73,1.617,738,879,1.148,497,651,469,241,228
4.461,LOS RÍOS,14,VALDIVIA,141,74,1.644,746,898,1.172,488,684,472,258,214
4.462,LOS RÍOS,14,VALDIVIA,141,75,1.493,640,853,1.068,441,627,425,199,226
4.463,LOS RÍOS,14,VALDIVIA,141,76,1.418,614,804,1.02,423,597,398,191,207
4.464,LOS RÍOS,14,VALDIVIA,141,77,1.369,566,803,991,380,611,378,186,192
4.465,LOS RÍOS,14,VALDIVIA,141,78,1.163,499,664,845,327,518,318,172,146
4.466,LOS RÍOS,14,VALDIVIA,141,79,1.07,449,621,757,300,457,313,149,164
4.467,LOS RÍOS,14,VALDIVIA,141,80,984,412,572,735,283,452,249,129,120
4.468,LOS RÍOS,14,VALDIVIA,141,81,915,375,540,679,264,415,236,111,125
4.469,LOS RÍOS,14,VALDIVIA,141,82,844,327,517,619,228,391,225,99,126
4.47,LOS RÍOS,14,VALDIVIA,141,83,756,308,448,553,205,348,203,103,100
4.471,LOS RÍOS,14,VALDIVIA,141,84,698,280,418,518,198,320,180,82,98
4.472,LOS RÍOS,14,VALDIVIA,141,85,615,235,380,462,167,295,153,68,85
4.473,LOS RÍOS,14,VALDIVIA,141,86,637,257,380,464,180,284,173,77,96
4.474,LOS RÍOS,14,VALDIVIA,141,87,590,215,375,440,148,292,150,67,83
4.475,LOS RÍOS,14,VALDIVIA,141,88,457,173,284,339,124,215,118,49,69
4.476,LOS RÍOS,14,VALDIVIA,141,89,369,140,229,272,90,182,97,50,47
4.477,LOS RÍOS,14,VALDIVIA,141,90,300,104,196,233,78,155,67,26,41
4.478,LOS RÍOS,14,VALDIVIA,141,91,282,107,175,198,73,125,84,34,50
4.479,LOS RÍOS,14,VALDIVIA,141,92,212,75,137,157,51,106,55,24,31
4.48,LOS RÍOS,14,VALDIVIA,141,93,141,45,96,106,31,75,35,14,21
4.481,LOS RÍOS,14,VALDIVIA,141,94,125,39,86,96,25,71,29,14,15
4.482,LOS RÍOS,14,VALDIVIA,141,95,93,35,58,63,21,42,30,14,16
4.483,LOS RÍOS,14,VALDIVIA,141,96,75,22,53,53,17,36,22,5,17
4.484,LOS RÍOS,14,VALDIVIA,141,97,48,12,36,40,9,31,8,3,5
4.485,LOS RÍOS,14,VALDIVIA,141,98,40,6,34,27,3,24,13,3,10
4.486,LOS RÍOS,14,VALDIVIA,141,99,26,5,21,21,2,19,5,3,2
4.487,LOS RÍOS,14,VALDIVIA,141,100 o más,89,31,58,67,24,43,22,7,15
4.488,LOS RÍOS,14,RANCO,142,Total Provincia,93.969,46.518,47.451,54.257,25.707,28.55,39.712,20.811,18.901
4.489,LOS RÍOS,14,RANCO,142,0,1.069,523,546,655,337,318,414,186,228
4.49,LOS RÍOS,14,RANCO,142,1,1.206,633,573,743,387,356,463,246,217
4.491,LOS RÍOS,14,RANCO,142,2,1.189,616,573,721,378,343,468,238,230
4.492,LOS RÍOS,14,RANCO,142,3,1.26,652,608,741,388,353,519,264,255
4.493,LOS RÍOS,14,RANCO,142,4,1.271,653,618,786,380,406,485,273,212
4.494,LOS RÍOS,14,RANCO,142,5,1.311,673,638,785,388,397,526,285,241
4.495,LOS RÍOS,14,RANCO,142,6,1.318,653,665,754,361,393,564,292,272
4.496,LOS RÍOS,14,RANCO,142,7,1.371,734,637,840,453,387,531,281,250
4.497,LOS RÍOS,14,RANCO,142,8,1.308,649,659,793,406,387,515,243,272
4.498,LOS RÍOS,14,RANCO,142,9,1.313,666,647,763,375,388,550,291,259
4.499,LOS RÍOS,14,RANCO,142,10,1.293,650,643,767,384,383,526,266,260
4.5,LOS RÍOS,14,RANCO,142,11,1.315,663,652,777,392,385,538,271,267
4.501,LOS RÍOS,14,RANCO,142,12,1.261,638,623,739,357,382,522,281,241
4.502,LOS RÍOS,14,RANCO,142,13,1.323,658,665,766,367,399,557,291,266
4.503,LOS RÍOS,14,RANCO,142,14,1.4,722,678,795,396,399,605,326,279
4.504,LOS RÍOS,14,RANCO,142,15,1.358,731,627,812,421,391,546,310,236
4.505,LOS RÍOS,14,RANCO,142,16,1.414,748,666,830,418,412,584,330,254
4.506,LOS RÍOS,14,RANCO,142,17,1.441,759,682,886,442,444,555,317,238
4.507,LOS RÍOS,14,RANCO,142,18,1.219,676,543,797,446,351,422,230,192
4.508,LOS RÍOS,14,RANCO,142,19,1.089,556,533,749,373,376,340,183,157
4.509,LOS RÍOS,14,RANCO,142,20,1.191,589,602,776,366,410,415,223,192
4.51,LOS RÍOS,14,RANCO,142,21,1.134,578,556,745,372,373,389,206,183
4.511,LOS RÍOS,14,RANCO,142,22,1.147,552,595,746,350,396,401,202,199
4.512,LOS RÍOS,14,RANCO,142,23,1.175,559,616,764,351,413,411,208,203
4.513,LOS RÍOS,14,RANCO,142,24,1.229,556,673,811,356,455,418,200,218
4.514,LOS RÍOS,14,RANCO,142,25,1.308,626,682,865,421,444,443,205,238
4.515,LOS RÍOS,14,RANCO,142,26,1.302,613,689,831,379,452,471,234,237
4.516,LOS RÍOS,14,RANCO,142,27,1.353,654,699,877,407,470,476,247,229
4.517,LOS RÍOS,14,RANCO,142,28,1.312,654,658,866,434,432,446,220,226
4.518,LOS RÍOS,14,RANCO,142,29,1.201,579,622,789,383,406,412,196,216
4.519,LOS RÍOS,14,RANCO,142,30,1.174,609,565,779,395,384,395,214,181
4.52,LOS RÍOS,14,RANCO,142,31,1.102,507,595,743,347,396,359,160,199
4.521,LOS RÍOS,14,RANCO,142,32,1.146,579,567,738,366,372,408,213,195
4.522,LOS RÍOS,14,RANCO,142,33,1.118,518,600,699,318,381,419,200,219
4.523,LOS RÍOS,14,RANCO,142,34,1.103,515,588,696,321,375,407,194,213
4.524,LOS RÍOS,14,RANCO,142,35,1.16,556,604,723,336,387,437,220,217
4.525,LOS RÍOS,14,RANCO,142,36,1.116,573,543,688,333,355,428,240,188
4.526,LOS RÍOS,14,RANCO,142,37,1.102,531,571,657,298,359,445,233,212
4.527,LOS RÍOS,14,RANCO,142,38,1.047,480,567,609,261,348,438,219,219
4.528,LOS RÍOS,14,RANCO,142,39,1.114,538,576,645,291,354,469,247,222
4.529,LOS RÍOS,14,RANCO,142,40,1.178,570,608,671,316,355,507,254,253
4.53,LOS RÍOS,14,RANCO,142,41,1.27,630,640,711,327,384,559,303,256
4.531,LOS RÍOS,14,RANCO,142,42,1.221,592,629,693,315,378,528,277,251
4.532,LOS RÍOS,14,RANCO,142,43,1.289,623,666,743,345,398,546,278,268
4.533,LOS RÍOS,14,RANCO,142,44,1.315,660,655,698,321,377,617,339,278
4.534,LOS RÍOS,14,RANCO,142,45,1.293,653,640,688,328,360,605,325,280
4.535,LOS RÍOS,14,RANCO,142,46,1.217,608,609,663,329,334,554,279,275
4.536,LOS RÍOS,14,RANCO,142,47,1.293,641,652,691,336,355,602,305,297
4.537,LOS RÍOS,14,RANCO,142,48,1.343,668,675,735,329,406,608,339,269
